Comment,Sentiment
"Yeah dude! You made it! Congrats!",Positive
"Congratulations man",Positive
"You are amazing, you have come a long way Congratulations",Positive
"you’re doing great",Positive
"Congratulations on your th anniversary! I support you.",Positive
"Legend! x your goal. This is the most inspirational video I've ever seen. I'm hyped up seeing this.",Positive
"Congratulations!, years are going by so fast.",Positive
"It’s so inspiring",Positive
"Happy years. Congrats!",Positive
"GOATTTT Thanks for always being an Inspiration<",Positive
"This is one of the most inspirational videos I’ve ever seen",Positive
"The best motivation video to ever watch. Lesson: persistence is key!",Positive
"Congratulations brother",Positive
"I love watching young creators. Hope you get million subs",Positive
"Happy years!Congratulations",Positive
"You are the source of success, Beast. Congratulations. I wish you continued success.",Positive
"Congratulations. You got Million and multiplied it by !",Positive
"I hope you get that million subs bro, I'll be rooting for you~",Positive
"Amazing to see how far you've come, happy year anniversary",Positive
"It's crazy how flying past M to M has changed your confidence and charisma congrats on + years of hard work and creativity!",Positive
"WoW you surpassed your goals",Positive
"Its nice to see that many people are supporting smaller content creators",Neutral
"Achieving million views in days is dangerous",Positive
"How many people here want to participate in such challenges?",Neutral
"Mrbeast is slowly turning into mrjigsaw",Negative
"genuinely can't believe how dystopian this is",Negative
"Have of the worlds smartest people compete in a series of intellectual puzzles & games ranging from History, science, mathematics ect. winner take all",Neutral
"days alone with AI",Neutral
"What a strong man, he deserved it",Positive
"He deserved it. Very strong man.",Positive
"Damn these challenges are crazy",Positive
"Aloo gang attendance",Neutral
"million views in hours is crazy",Positive
"Nolans Nuke and Karls TNT at LOL",Positive
"Living underwater in a submarine for days",Neutral
"It is crazy how far this man has come. Unbleavble goodjob",Positive
"NICE WORK BRO",Positive
"Over million views in hour is crazy.",Positive
"I think the next challenge should be days in a haunted house for k Dollars",Neutral
"The last part was supposed to be the hardest and he jogged through it. Lol",Positive
"The risk YouTubers take for content is insane",Neutral
"Mrbeast Aloo khaoge",Neutral
"I am glad you take safety seriously, probably the most important thing.",Positive
""days" alone with Al.",Neutral
"Under hour gang",Neutral
"Man your videos just get crazier and crazier! Also mil views in hours is INSANE!",Positive
"I'm glad u take safety seriously probably the most important thing",Positive
"Over million view in hours is insaneee",Positive
"The next challenge is '$ wedding vs M $'",Neutral
"you should do a group of soldiers for days but they have to do the hardest military challenges ever for K money",Neutral
"hours in space next challenge",Neutral
"under hour gang!!",Neutral
"Who want participate in such challenge ?",Neutral
"Do a challenge where the last person to leave a giant maze wins $,,",Neutral
"I don't care if Chandler was back long time before I wrote this, I'm just happy he's finally here in videos!",Positive
"Bro just burned money but he's still chill",Positive
"NEXT CHALLENGE - tree planting",Neutral
"nah bro he’s rapping now I think",Neutral
"yo what",Neutral
"he can def still see",Neutral
"At is that a Fortnite animation",Neutral
"The person who was filming was stuck inside the fireworks at the time",Neutral
"this is unreal",Positive
"""days in alone with Al""️",Neutral
"Nolans nukes",Neutral
"Absolute Cinema",Positive
"Video Editing Is Amazing Awesome",Positive
"That’s some wild challenges!",Positive
"this challenge is crazy",Positive
"tb when Mac lost",Neutral
"I love mrbeast",Positive
"That amazing",Positive
"FR",Neutral
"Great content",Positive
"Aaloo gang here",Neutral
"Bro do the challenge of spending days as a astronaut pllsss",Neutral
"Thank you so much .k",Neutral
"These vids getting crazier and crazier each time",Positive
"Survive challenge pls",Neutral
"Hey beast ,new subscriber from",Positive
"Under hour gang",Neutral
"This is probably the most anxiety inducing vid ever",Neutral
"The content is amazing I learned a lot from it.",Positive
"Under hour",Neutral
"Bro the firework shot was crazy cool",Positive
"Love you",Positive
"And Mrbeast is back",Positive
"Wow, this is insane. I LOVE YOUR VIDEOS",Positive
"Under hours",Neutral
"yea",Neutral
"Next challenge: Climb mount everest.",Neutral
"money just burning",Neutral
"UNDER HOURS GANG",Neutral
"All the stunts here were super easy",Negative
"Love you bro",Positive
"Alooo(potato) farming challenge you should do",Neutral
"YOU SUPERMEN MRJIMMI",Positive
"Who wants to be part of Mrbeast video",Neutral
"holy refresh pull",Neutral
"I love these videos",Positive
"A bunch of space based challenges based on astronaut training and a trip to space as a prize would be awesome",Neutral
"Guys here who want Space video",Neutral
"Right",Neutral
"Would you do it for Nolan’s mom?",Neutral
"MICHAEL DON'T LEAVE ME HERE AHH",Neutral
"This one kept giving me chills!",Positive
"UNDER HOUR CLUB",Neutral
"crore views in days",Positive
". million in hours is crazy",Positive
"I love nolans mom",Neutral
"Did this video remind anyone else of Fear Factor?",Neutral
"Hey Mrbeast quick question i do love your videos can I get a cookie.",Positive
"Next challenge should be days in haunted house",Neutral
"This is by far the craziest video out your whole life",Positive
"Yeah",Neutral
"This is one of the most epic challenges I've ever seen",Positive
"Next challenge - tree planting",Neutral
"days living without technology.",Neutral
"Do challenge Messi and Cristiano Ronaldo in one room days.",Neutral
"best moment",Positive
"All those who want to be on the next video here",Neutral
"use trigonometry",Neutral
"Bro, the fishes are happy to have so much money",Neutral
"FREE PALESTINE",Neutral
"Great vidio",Positive
"million views in hours is wild",Positive
""Guys he already won the challenge you can leave the video now."",Neutral
"was crazy",Positive
"World Biggest YouTubeer Mrbeast",Positive
"The put him out put him out part",Neutral
"Bro is so jacked",Positive
"Any fellow doodling fans on this page?",Neutral
"is crazy",Positive
"Thanks you",Positive
"It's such 'Fear Factor'",Neutral
"that canon is crazy",Positive
"I couldn't survive there",Positive
"Love u BEAST..",Positive
"He is amazing he deserved that money",Positive
"Is it me or this is actually insane?",Positive
"Survive the World’s Largest Escape Room, how bout that for a challenge",Neutral
"Mrbeast plz do potatoes challenge plz",Neutral
"When are we getting streamers VS YouTubers",Neutral
"Do a challehge where someone has to quit smoking",Neutral
"Jimmy’s casually bringing couples back together",Positive
"this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.",Positive
"Josh wants sunlight. Suzie ""no but the chain will be only feet!"" Suzie wants a Tesla. Josh ""no worries we can do feet!""",Negative
"Buying a Motorcycle after a breakup is the realest thing to do lol",Neutral
"THAT ENDING WAS CINEMA",Positive
"This was the most beautiful ending, one, chain brought them back together after three years, how beautiful",Positive
"Bro was menace throughout the entire video",Neutral
"Mans had to read a book to understand the cues from ex of years",Neutral
"finally happy ending",Positive
"They get a ton of money and a relationship, life couldn’t get any better",Positive
"""Money can't buy love."" Mrbeast:",Neutral
"It's so heartwarming to see them together again!",Positive
"Moral of the video: communication, understanding is important in a relationship.",Positive
"bro was rage baiting her",Negative
"That was the sweetest ending, the whole video was a roller coaster of emotions, sadness, happiness, comedy. Absolute Cinema.",Positive
"This ending was so sweet",Positive
"They: Me: You:",Neutral
"Do a challenge where you have three addicts, one to smoking, one to drinking, and one to videogames and have them all work together to see if they can survive without them for days",Neutral
